id,gender,race,age,path,label,gender_label,age_label,mask_label,folder
000034,female,Asian,55,mask2.jpg,4,1,1,0,000034_female_Asian_55
000034,female,Asian,55,mask5.jpg,4,1,1,0,000034_female_Asian_55
000034,female,Asian,55,mask4.jpg,4,1,1,0,000034_female_Asian_55
000034,female,Asian,55,incorrect_mask.jpg,10,1,1,1,000034_female_Asian_55
000034,female,Asian,55,normal.jpg,16,1,1,2,000034_female_Asian_55
000034,female,Asian,55,mask1.jpg,4,1,1,0,000034_female_Asian_55
000036,female,Asian,58,mask3.jpg,4,1,1,0,000036_female_Asian_58
000036,female,Asian,58,mask2.jpg,4,1,1,0,000036_female_Asian_58
000036,female,Asian,58,mask5.jpg,4,1,1,0,000036_female_Asian_58
000036,female,Asian,58,mask4.jpg,4,1,1,0,000036_female_Asian_58
000036,female,Asian,58,incorrect_mask.jpg,10,1,1,1,000036_female_Asian_58
000036,female,Asian,58,normal.jpg,16,1,1,2,000036_female_Asian_58
000036,female,Asian,58,mask1.jpg,4,1,1,0,000036_female_Asian_58
000037,female,Asian,58,mask3.jpg,4,1,1,0,000037_female_Asian_58
000037,female,Asian,58,mask2.jpg,4,1,1,0,000037_female_Asian_58
000037,female,Asian,58,mask5.jpg,4,1,1,0,000037_female_Asian_58
000037,female,Asian,58,mask4.jpg,4,1,1,0,000037_female_Asian_58
000037,female,Asian,58,incorrect_mask.jpg,10,1,1,1,000037_female_Asian_58
000037,female,Asian,58,normal.jpg,16,1,1,2,000037_female_Asian_58
000037,female,Asian,58,mask1.jpg,4,1,1,0,000037_female_Asian_58
000038,female,Asian,58,mask3.jpg,4,1,1,0,000038_female_Asian_58
000038,female,Asian,58,mask2.jpg,4,1,1,0,000038_female_Asian_58
000038,female,Asian,58,mask5.jpg,4,1,1,0,000038_female_Asian_58
000038,female,Asian,58,mask4.jpg,4,1,1,0,000038_female_Asian_58
000038,female,Asian,58,incorrect_mask.jpg,10,1,1,1,000038_female_Asian_58
000038,female,Asian,58,normal.jpg,16,1,1,2,000038_female_Asian_58
000038,female,Asian,58,mask1.jpg,4,1,1,0,000038_female_Asian_58
000039,female,Asian,57,mask3.jpg,4,1,1,0,000039_female_Asian_57
000039,female,Asian,57,mask2.jpg,4,1,1,0,000039_female_Asian_57
000039,female,Asian,57,mask5.jpg,4,1,1,0,000039_female_Asian_57
000039,female,Asian,57,mask4.jpg,4,1,1,0,000039_female_Asian_57
000039,female,Asian,57,incorrect_mask.jpg,10,1,1,1,000039_female_Asian_57
000039,female,Asian,57,normal.jpg,16,1,1,2,000039_female_Asian_57
000039,female,Asian,57,mask1.jpg,4,1,1,0,000039_female_Asian_57
000040,female,Asian,57,mask3.jpg,4,1,1,0,000040_female_Asian_57
000040,female,Asian,57,mask2.jpg,4,1,1,0,000040_female_Asian_57
000040,female,Asian,57,mask5.jpg,4,1,1,0,000040_female_Asian_57
000040,female,Asian,57,mask4.jpg,4,1,1,0,000040_female_Asian_57
000040,female,Asian,57,incorrect_mask.jpg,10,1,1,1,000040_female_Asian_57
000040,female,Asian,57,normal.jpg,16,1,1,2,000040_female_Asian_57
000040,female,Asian,57,mask1.jpg,4,1,1,0,000040_female_Asian_57
000041,female,Asian,58,mask3.jpg,4,1,1,0,000041_female_Asian_58
000041,female,Asian,58,mask2.jpg,4,1,1,0,000041_female_Asian_58
000041,female,Asian,58,mask5.jpg,4,1,1,0,000041_female_Asian_58
000041,female,Asian,58,mask4.jpg,4,1,1,0,000041_female_Asian_58
000041,female,Asian,58,incorrect_mask.jpg,10,1,1,1,000041_female_Asian_58
000041,female,Asian,58,normal.jpg,16,1,1,2,000041_female_Asian_58
000041,female,Asian,58,mask1.jpg,4,1,1,0,000041_female_Asian_58
000043,male,Asian,56,mask3.jpg,1,0,1,0,000043_male_Asian_56
000043,male,Asian,56,mask2.jpg,1,0,1,0,000043_male_Asian_56
000043,male,Asian,56,mask5.jpg,1,0,1,0,000043_male_Asian_56
000043,male,Asian,56,mask4.jpg,1,0,1,0,000043_male_Asian_56
000043,male,Asian,56,incorrect_mask.jpg,7,0,1,1,000043_male_Asian_56
000043,male,Asian,56,normal.jpg,13,0,1,2,000043_male_Asian_56
000043,male,Asian,56,mask1.jpg,1,0,1,0,000043_male_Asian_56
000044,female,Asian,58,mask3.jpg,4,1,1,0,000044_female_Asian_58
000044,female,Asian,58,mask2.jpg,4,1,1,0,000044_female_Asian_58
000044,female,Asian,58,mask5.jpg,4,1,1,0,000044_female_Asian_58
000044,female,Asian,58,mask4.jpg,4,1,1,0,000044_female_Asian_58
000044,female,Asian,58,incorrect_mask.jpg,10,1,1,1,000044_female_Asian_58
000044,female,Asian,58,normal.jpg,16,1,1,2,000044_female_Asian_58
000044,female,Asian,58,mask1.jpg,4,1,1,0,000044_female_Asian_58
000045,female,Asian,56,mask3.jpg,4,1,1,0,000045_female_Asian_56
000045,female,Asian,56,mask2.jpg,4,1,1,0,000045_female_Asian_56
000045,female,Asian,56,mask5.jpg,4,1,1,0,000045_female_Asian_56
000045,female,Asian,56,mask4.jpg,4,1,1,0,000045_female_Asian_56
000045,female,Asian,56,incorrect_mask.jpg,10,1,1,1,000045_female_Asian_56
000045,female,Asian,56,normal.jpg,16,1,1,2,000045_female_Asian_56
000045,female,Asian,56,mask1.jpg,4,1,1,0,000045_female_Asian_56
000046,male,Asian,55,mask3.jpg,1,0,1,0,000046_male_Asian_55
000046,male,Asian,55,mask2.jpg,1,0,1,0,000046_male_Asian_55
000046,male,Asian,55,mask5.jpg,1,0,1,0,000046_male_Asian_55
000046,male,Asian,55,mask4.jpg,1,0,1,0,000046_male_Asian_55
000046,male,Asian,55,incorrect_mask.jpg,7,0,1,1,000046_male_Asian_55
000046,male,Asian,55,normal.jpg,13,0,1,2,000046_male_Asian_55
000046,male,Asian,55,mask1.jpg,1,0,1,0,000046_male_Asian_55
000047,male,Asian,58,mask3.jpg,1,0,1,0,000047_male_Asian_58
000047,male,Asian,58,mask2.jpg,1,0,1,0,000047_male_Asian_58
000047,male,Asian,58,mask5.jpg,1,0,1,0,000047_male_Asian_58
000047,male,Asian,58,mask4.jpg,1,0,1,0,000047_male_Asian_58
000047,male,Asian,58,incorrect_mask.jpg,7,0,1,1,000047_male_Asian_58
000047,male,Asian,58,normal.jpg,13,0,1,2,000047_male_Asian_58
000047,male,Asian,58,mask1.jpg,1,0,1,0,000047_male_Asian_58
000048,female,Asian,57,mask3.jpg,4,1,1,0,000048_female_Asian_57
000048,female,Asian,57,mask2.jpg,4,1,1,0,000048_female_Asian_57
000048,female,Asian,57,mask5.jpg,4,1,1,0,000048_female_Asian_57
000048,female,Asian,57,mask4.jpg,4,1,1,0,000048_female_Asian_57
000048,female,Asian,57,incorrect_mask.jpg,10,1,1,1,000048_female_Asian_57
000048,female,Asian,57,normal.jpg,16,1,1,2,000048_female_Asian_57
000048,female,Asian,57,mask1.jpg,4,1,1,0,000048_female_Asian_57
000062,female,Asian,55,mask3.jpg,4,1,1,0,000062_female_Asian_55
000062,female,Asian,55,mask2.jpg,4,1,1,0,000062_female_Asian_55
000062,female,Asian,55,mask5.jpg,4,1,1,0,000062_female_Asian_55
000062,female,Asian,55,mask4.jpg,4,1,1,0,000062_female_Asian_55
000062,female,Asian,55,incorrect_mask.jpg,10,1,1,1,000062_female_Asian_55
000062,female,Asian,55,normal.jpg,16,1,1,2,000062_female_Asian_55
000062,female,Asian,55,mask1.jpg,4,1,1,0,000062_female_Asian_55
000064,male,Asian,59,mask3.jpg,1,0,1,0,000064_male_Asian_59
000064,male,Asian,59,mask2.jpg,1,0,1,0,000064_male_Asian_59
000064,male,Asian,59,mask5.jpg,1,0,1,0,000064_male_Asian_59
000064,male,Asian,59,mask4.jpg,1,0,1,0,000064_male_Asian_59
000064,male,Asian,59,incorrect_mask.jpg,7,0,1,1,000064_male_Asian_59
000064,male,Asian,59,normal.jpg,13,0,1,2,000064_male_Asian_59
000064,male,Asian,59,mask1.jpg,1,0,1,0,000064_male_Asian_59
000066,female,Asian,53,mask3.jpg,4,1,1,0,000066_female_Asian_53
000066,female,Asian,53,mask2.jpg,4,1,1,0,000066_female_Asian_53
000066,female,Asian,53,mask5.jpg,4,1,1,0,000066_female_Asian_53
000066,female,Asian,53,mask4.jpg,4,1,1,0,000066_female_Asian_53
000066,female,Asian,53,incorrect_mask.jpg,10,1,1,1,000066_female_Asian_53
000066,female,Asian,53,normal.jpg,16,1,1,2,000066_female_Asian_53
000066,female,Asian,53,mask1.jpg,4,1,1,0,000066_female_Asian_53
000067,female,Asian,54,mask3.jpg,4,1,1,0,000067_female_Asian_54
000067,female,Asian,54,mask2.jpg,4,1,1,0,000067_female_Asian_54
000067,female,Asian,54,mask5.jpg,4,1,1,0,000067_female_Asian_54
000067,female,Asian,54,mask4.jpg,4,1,1,0,000067_female_Asian_54
000067,female,Asian,54,incorrect_mask.jpg,10,1,1,1,000067_female_Asian_54
000067,female,Asian,54,normal.jpg,16,1,1,2,000067_female_Asian_54
000067,female,Asian,54,mask1.jpg,4,1,1,0,000067_female_Asian_54
000069,female,Asian,54,mask3.jpg,4,1,1,0,000069_female_Asian_54
000069,female,Asian,54,mask2.jpg,4,1,1,0,000069_female_Asian_54
000069,female,Asian,54,mask5.jpg,4,1,1,0,000069_female_Asian_54
000069,female,Asian,54,mask4.jpg,4,1,1,0,000069_female_Asian_54
000069,female,Asian,54,incorrect_mask.jpg,10,1,1,1,000069_female_Asian_54
000069,female,Asian,54,normal.jpg,16,1,1,2,000069_female_Asian_54
000069,female,Asian,54,mask1.jpg,4,1,1,0,000069_female_Asian_54
000070,female,Asian,58,mask3.jpg,4,1,1,0,000070_female_Asian_58
000070,female,Asian,58,mask2.jpg,4,1,1,0,000070_female_Asian_58
000070,female,Asian,58,mask5.jpg,4,1,1,0,000070_female_Asian_58
000070,female,Asian,58,mask4.jpg,4,1,1,0,000070_female_Asian_58
000070,female,Asian,58,incorrect_mask.jpg,10,1,1,1,000070_female_Asian_58
000070,female,Asian,58,normal.jpg,16,1,1,2,000070_female_Asian_58
000070,female,Asian,58,mask1.jpg,4,1,1,0,000070_female_Asian_58
000071,female,Asian,56,mask3.jpg,4,1,1,0,000071_female_Asian_56
000071,female,Asian,56,mask2.jpg,4,1,1,0,000071_female_Asian_56
000071,female,Asian,56,mask5.jpg,4,1,1,0,000071_female_Asian_56
000071,female,Asian,56,mask4.jpg,4,1,1,0,000071_female_Asian_56
000071,female,Asian,56,incorrect_mask.jpg,10,1,1,1,000071_female_Asian_56
000071,female,Asian,56,normal.jpg,16,1,1,2,000071_female_Asian_56
000071,female,Asian,56,mask1.jpg,4,1,1,0,000071_female_Asian_56
000073,female,Asian,52,mask3.jpg,4,1,1,0,000073_female_Asian_52
000073,female,Asian,52,mask2.jpg,4,1,1,0,000073_female_Asian_52
000073,female,Asian,52,mask5.jpg,4,1,1,0,000073_female_Asian_52
000073,female,Asian,52,mask4.jpg,4,1,1,0,000073_female_Asian_52
000073,female,Asian,52,incorrect_mask.jpg,10,1,1,1,000073_female_Asian_52
000073,female,Asian,52,normal.jpg,16,1,1,2,000073_female_Asian_52
000073,female,Asian,52,mask1.jpg,4,1,1,0,000073_female_Asian_52
000075,female,Asian,56,mask3.jpg,4,1,1,0,000075_female_Asian_56
000075,female,Asian,56,mask2.jpg,4,1,1,0,000075_female_Asian_56
000075,female,Asian,56,mask5.jpg,4,1,1,0,000075_female_Asian_56
000075,female,Asian,56,mask4.jpg,4,1,1,0,000075_female_Asian_56
000075,female,Asian,56,incorrect_mask.jpg,10,1,1,1,000075_female_Asian_56
000075,female,Asian,56,normal.jpg,16,1,1,2,000075_female_Asian_56
000075,female,Asian,56,mask1.jpg,4,1,1,0,000075_female_Asian_56
000077,male,Asian,59,mask3.jpg,1,0,1,0,000077_male_Asian_59
000077,male,Asian,59,mask2.jpg,1,0,1,0,000077_male_Asian_59
000077,male,Asian,59,mask5.jpg,1,0,1,0,000077_male_Asian_59
000077,male,Asian,59,mask4.jpg,1,0,1,0,000077_male_Asian_59
000077,male,Asian,59,incorrect_mask.jpg,7,0,1,1,000077_male_Asian_59
000077,male,Asian,59,normal.jpg,13,0,1,2,000077_male_Asian_59
000077,male,Asian,59,mask1.jpg,1,0,1,0,000077_male_Asian_59
000078,female,Asian,55,mask3.jpg,4,1,1,0,000078_female_Asian_55
000078,female,Asian,55,mask2.jpg,4,1,1,0,000078_female_Asian_55
000078,female,Asian,55,mask5.jpg,4,1,1,0,000078_female_Asian_55
000078,female,Asian,55,mask4.jpg,4,1,1,0,000078_female_Asian_55
000078,female,Asian,55,incorrect_mask.jpg,10,1,1,1,000078_female_Asian_55
000078,female,Asian,55,normal.jpg,16,1,1,2,000078_female_Asian_55
000078,female,Asian,55,mask1.jpg,4,1,1,0,000078_female_Asian_55
000079,female,Asian,57,mask3.jpg,4,1,1,0,000079_female_Asian_57
000079,female,Asian,57,mask2.jpg,4,1,1,0,000079_female_Asian_57
000079,female,Asian,57,mask5.jpg,4,1,1,0,000079_female_Asian_57
000079,female,Asian,57,mask4.jpg,4,1,1,0,000079_female_Asian_57
000079,female,Asian,57,incorrect_mask.jpg,10,1,1,1,000079_female_Asian_57
000079,female,Asian,57,normal.jpg,16,1,1,2,000079_female_Asian_57
000079,female,Asian,57,mask1.jpg,4,1,1,0,000079_female_Asian_57
000080,female,Asian,57,mask3.jpg,4,1,1,0,000080_female_Asian_57
000080,female,Asian,57,mask2.jpg,4,1,1,0,000080_female_Asian_57
000080,female,Asian,57,mask5.jpg,4,1,1,0,000080_female_Asian_57
000080,female,Asian,57,mask4.jpg,4,1,1,0,000080_female_Asian_57
000080,female,Asian,57,incorrect_mask.jpg,10,1,1,1,000080_female_Asian_57
